step,inflowVel, ref, train
118, 0.004050882308286647, 0.008570950261864224, 0.004191190396724196
119, 0.00410158698765771, 0.008737138830971096, 0.004221889419153053
120, 0.0041467360001195925, 0.008913259085470002, 0.004252914338594117
121, 0.004183903961229653, 0.009100277557873886, 0.00428276962107937
122, 0.004215181301586977, 0.009280142509442871, 0.0043114094928311765
123, 0.004244085047848546, 0.00945324633608511, 0.004331197084305177
124, 0.004275114249154028, 0.00960975123011449, 0.004356240393301242
125, 0.004309967501130847, 0.00975284395568471, 0.00437661243238048
126, 0.004351644975540132, 0.009877986486385982, 0.004402954587972333
127, 0.004401655042946213, 0.009981902978119525, 0.004424873761697745
128, 0.004459093266299978, 0.01006948673232242, 0.0044461026463825
129, 0.00452778063122111, 0.010152456143206518, 0.0044669426768815116
130, 0.0045996688883759625, 0.010233775032607952, 0.004495867788942667
131, 0.0046745858305972, 0.010322519471965828, 0.004527507809350359
132, 0.0047455742194169774, 0.010412988296271094, 0.004562056626307578
133, 0.0048095040536809235, 0.010507364311872668, 0.004597298396577463
134, 0.004860066476071407, 0.010591993000277545, 0.004635190845607925
135, 0.004895080467399259, 0.010657834248300357, 0.004672698411267209
136, 0.004918282635333608, 0.010702209986414853, 0.004718866590000731
137, 0.004931406197157127, 0.010732815638638116, 0.004770264669789492
138, 0.004939751934312946, 0.010748226766452441, 0.004835129143163859
139, 0.004948223241860642, 0.0107538982255472, 0.00491482749398874
140, 0.00496401254679478, 0.010750687753112964, 0.005009160504682744
141, 0.004988494885413168, 0.010749096835952137, 0.005110218234548373
142, 0.005026219401840177, 0.010767995123578698, 0.005217198970609308
143, 0.005074254842001206, 0.010816357035987162, 0.005300791368784319
144, 0.005131779817440544, 0.010887347099245612, 0.005370678417434049
145, 0.0051916285898286965, 0.010980158908556123, 0.005432677713384439
146, 0.005248768631895309, 0.011080870845956855, 0.005483305272854721
147, 0.00529824935036481, 0.011179877834587789, 0.005518806281178842
148, 0.005332940143809523, 0.011286996144207582, 0.005541471310450106
149, 0.005360200611962502, 0.011395410233099472, 0.0055576612303384456
150, 0.005381612353211697, 0.011518890671794107, 0.005568022356953297
151, 0.005401486324167067, 0.011655431475717395, 0.0055999504264139625
152, 0.0054123383491286, 0.01180521574741696, 0.005631389135495435
153, 0.005418427516224346, 0.011941409196837817, 0.005658130047951235
154, 0.005429863545078463, 0.012072016086640349, 0.005679677722050945
155, 0.00544648119690621, 0.012192850898590086, 0.005700664335685471
156, 0.0054681224250832825, 0.012297155360587678, 0.005726052443543563
157, 0.005492326709764775, 0.012378465100462128, 0.005749317551811325
158, 0.0055193577709349885, 0.012410957305943732, 0.0057850162483037565
159, 0.005551629890999665, 0.012391963612658671, 0.005830589891801876
160, 0.005595699021193497, 0.012335869144348007, 0.005891043777803296
161, 0.005649525762518385, 0.012262972815326071, 0.005951401674683
162, 0.005703805413478435, 0.012177133202657352, 0.005996965334127355
163, 0.005754531556332064, 0.012090664656483938, 0.006045178562667208
164, 0.005803153305071178, 0.011983644203411368, 0.006088519219830642
165, 0.005844237636190658, 0.011885361966208171, 0.006132297119354141
166, 0.005876063771309338, 0.011778793138720376, 0.006156824193174779
167, 0.005896722644297158, 0.011692945655925943, 0.006162601440368523
168, 0.005906772544402129, 0.011612696785038632, 0.006153056350646457
169, 0.005906139233425692, 0.011562928575807898, 0.0061363819076185365
170, 0.005903874182212389, 0.011523859048331614, 0.006130423762650324
171, 0.005904367090663265, 0.011483687160818254, 0.00610474133747727
172, 0.005905539813100068, 0.011466674707783637, 0.006069616508128241
173, 0.005921724854411673, 0.011440111867305798, 0.0060324434361335956
174, 0.005926654236940061, 0.011425448487499722, 0.006004782129181321
175, 0.00594111356102291, 0.011395031995519283, 0.005989616412649707
176, 0.005954042412140199, 0.011357269594936454, 0.005987865209742989
177, 0.0059829179315466705, 0.011283726955106942, 0.006000005348669193
178, 0.006013038825284786, 0.011205745880576785, 0.0060199956260388035
179, 0.006051509500385963, 0.011132626628016205, 0.006055253339921046
180, 0.006099769906502114, 0.011059727621669437, 0.006090484204967608
181, 0.00614413760092422, 0.011001588779540413, 0.006110923644000746
182, 0.006200475286367102, 0.01095572651959682, 0.006110810736827469
183, 0.0062394989329644605, 0.01092611763143541, 0.006087317222881351
184, 0.006271477236078179, 0.010919757660820888, 0.0060396196260889086
185, 0.0062766215188986155, 0.010946182454462352, 0.0059710624968326315
186, 0.006264918425741189, 0.010994932696535486, 0.005886170067813151
187, 0.006232263810055347, 0.011064582404800516, 0.005788910439684643
188, 0.006176707673031164, 0.011147492425634328, 0.005688225589877672
189, 0.006097315901383605, 0.011222822846436031, 0.005588304338544475
190, 0.0060045193969448666, 0.011281031314357865, 0.005490639692010647
191, 0.005906875341826473, 0.011323276418578353, 0.00539963014263023
192, 0.005807003694133937, 0.011345892831359748, 0.005314929307495798
193, 0.005710294647208108, 0.01132993903645996, 0.0052379839571963386
194, 0.005617980968568526, 0.011259877139023822, 0.005165603809856843
195, 0.005524568976674924, 0.01113589570387527, 0.0050990530247308164
196, 0.005435855723552785, 0.010972498508412797, 0.005033567225826651
197, 0.005351735459463502, 0.010794871448271608, 0.00497268669314831
198, 0.005270873072837016, 0.010622709479786129, 0.004915005028423907
199, 0.005186786758809565, 0.010456565024922967, 0.0048594162252283525
200, 0.005103533180817837, 0.010295402997830536, 0.00480323609417451
201, 0.005015410781792186, 0.010155527967674657, 0.004746828602255507
202, 0.0049244701643575495, 0.01005737655047151, 0.004693737603066845
203, 0.004830816817383232, 0.009992763564770798, 0.00464184185891785
204, 0.0047359837106186065, 0.00994008420969243, 0.004595901386342903
205, 0.004645530713434459, 0.009879039094865328, 0.004553331433855242
206, 0.004564371896993693, 0.009802103868639198, 0.0045159093774400205
207, 0.004496746850240922, 0.009715315410160925, 0.00448595551017376
208, 0.004444157648101795, 0.009622211657899775, 0.004466200326176532
209, 0.004411877039406204, 0.009505808252930244, 0.004454718293875279
210, 0.004398562848724117, 0.00936262902360725, 0.00444670317173531
211, 0.004402506597633346, 0.009201925897669256, 0.0044418369507506
212, 0.004414954149701219, 0.009048693274069545, 0.0044357205624235615
213, 0.004419354295872801, 0.008919467341656544, 0.004423974213432003
214, 0.004440301675587546, 0.008823932555930607, 0.004408980154411947
215, 0.004457802229303163, 0.008754220174645094, 0.004394108087675883
216, 0.00447735864114161, 0.008706269163446502, 0.004385985910812629
217, 0.004491969141600132, 0.008686071984428558, 0.004380752312113741
218, 0.004499073844662258, 0.008693915828134289, 0.0043792561393336165
219, 0.004499071045476354, 0.008705574677456118, 0.0043816155120018525
220, 0.004501959156680717, 0.008720034751208023, 0.004387304554940758
221, 0.004509863589343617, 0.008724145552872438, 0.004401900175083382
222, 0.004505047816724059, 0.008721356189942084, 0.00442262998651868
223, 0.004502034654814486, 0.008708037591187701, 0.004438550487528944
224, 0.004495701962337279, 0.008692767638697018, 0.004444927891975485
225, 0.004485899106572024, 0.008665464590974399, 0.004439926805635378
226, 0.004473391433677327, 0.008624708416419968, 0.004432191923280832
227, 0.0044592148959091546, 0.008589088928399723, 0.004417567235426854
228, 0.004441209322816526, 0.008549604039299616, 0.004402288874166033
229, 0.004429260081216154, 0.008515723470003001, 0.004383232925069441
230, 0.004416324131886492, 0.00847717766620139, 0.004360537454095777
231, 0.004403037719394884, 0.008427101964505223, 0.004327733203370836
232, 0.004379865053727233, 0.008350323387271433, 0.004283992550803655
233, 0.004347369900929598, 0.008260810528464804, 0.00423369023215929
234, 0.004305593355297234, 0.00815591141731897, 0.0041764038838301085
235, 0.004254803752852196, 0.008048838039000566, 0.004115364571526306
236, 0.004193823845770255, 0.007940062122607304, 0.004048155535521514
237, 0.004124698802028981, 0.007830467545290532, 0.00397791113667153
238, 0.004047954788910588, 0.007718459546305979, 0.003904364879872447
239, 0.003969262661028334, 0.0076135510996055995, 0.0038399771528529886
240, 0.0038944739743610717, 0.007523080896759318, 0.003784021602672726
241, 0.0038310227238695592, 0.007451608137173545, 0.0037401463937965515
242, 0.003775700803452374, 0.007400756700888723, 0.003701719363693106
243, 0.0037329189610196983, 0.00736348576936915, 0.003669417708991652
244, 0.0037023387991787075, 0.007338177922904683, 0.0036414858030393614
245, 0.0036787450779613164, 0.007316810411177176, 0.00361669740588271
246, 0.0036586172191793954, 0.007292334268267376, 0.0035924055874424965
247, 0.003640810145886384, 0.007261060097839434, 0.0035692929578819955
248, 0.0036260146952847663, 0.007221573791571298, 0.003546153884236631
249, 0.0036092069931765425, 0.0071704674611335695, 0.003518094721502302
250, 0.0035948394492524944, 0.0071129226490551, 0.0034880163840631116
251, 0.003579855947260912, 0.007052784006684303, 0.003458605332946697
252, 0.003563843944063601, 0.007002535454813921, 0.003430216069883123
253, 0.0035479789483184505, 0.006963107307305205, 0.0034035617922617417
254, 0.0035284387201268462, 0.006940895268025073, 0.003380086119855587
255, 0.003509015743950055, 0.006935840860119661, 0.003361152605284239
256, 0.003486945327443285, 0.006938312336853538, 0.0033458520026957727
257, 0.003465282530371586, 0.006941747014329904, 0.003338384135324653
258, 0.0034438654387153322, 0.006941468220556279, 0.0033336487728862193
259, 0.003421035347552901, 0.006934401141827448, 0.0033261112680131504
260, 0.003398717077196474, 0.006915697488657076, 0.0033150756072736665
261, 0.003376198213143151, 0.006887994436633571, 0.003301704319933594
262, 0.0033562980643811503, 0.006852511840098529, 0.0032910605283990985
263, 0.003337278312728164, 0.006810201185391184, 0.0032805263679045915
264, 0.0033283620958464676, 0.0067730106711323575, 0.0032761782733113616
265, 0.0033347395672801896, 0.006743906225628093, 0.003277775516401728
266, 0.0033533296931496136, 0.0067219820179768375, 0.003287603959205814
267, 0.003388634767441134, 0.006702407731790177, 0.003306112223551007
268, 0.003435925384070651, 0.006683592521440369, 0.003338601154996391
269, 0.0034986315535668585, 0.006665527597032225, 0.0033810732271347824
270, 0.003574249665569489, 0.006649244657389224, 0.0034288212873187485
271, 0.0036547952447628677, 0.006637486659394941, 0.0034757072708967605
272, 0.003731624922292725, 0.00663420489705275, 0.003522502797471062
273, 0.0038001834777104306, 0.006643870991044394, 0.0035687326157773014
274, 0.003860133969954395, 0.006662418534034095, 0.003614773255321162
275, 0.003909737855205616, 0.006692409118077158, 0.0036647847997674362
276, 0.003950138196845322, 0.006726293317818482, 0.0037110721592001957
277, 0.003982038003941018, 0.00677166840758605, 0.0037574747069556496
278, 0.00401088917817932, 0.00682350827104557, 0.0038050168893207473
279, 0.004044045599680148, 0.006887872445071458, 0.003859826113963893
280, 0.004083488612682892, 0.006954327658764078, 0.003914629861793029
281, 0.004127352626889608, 0.007023806002501393, 0.003970071647687038
282, 0.0041778445324724715, 0.007098419457314148, 0.004026371892605794
283, 0.004230659980919115, 0.0071802172279028615, 0.004079256909907394
284, 0.004286126124023277, 0.007270648459725581, 0.004132164908634111
285, 0.004344114249442556, 0.007367284834529463, 0.0041836565846013005
286, 0.004399643385187211, 0.007472612819357642, 0.004227789982033393
287, 0.00445413797923503, 0.007579372068573764, 0.004268046971547754
288, 0.004504407948696571, 0.0076827439064228766, 0.004302179307072065
289, 0.004549051771715258, 0.007785201198557153, 0.004329229786475123
290, 0.00459043355682499, 0.007876691966713355, 0.004349999788445691
291, 0.004630987889435702, 0.007958799828916483, 0.004367107625879147
292, 0.004664667960828352, 0.008023735322408196, 0.004376963393604976
293, 0.004692609956481316, 0.008074174134715222, 0.004381515450020243
294, 0.004715262109428759, 0.008099760630214472, 0.0043826416511537954
295, 0.004730989368178166, 0.008106766734216555, 0.004376618593955307
296, 0.004739189908506622, 0.008105968033247578, 0.004374219974546494
297, 0.0047440737480731335, 0.008094707471799726, 0.004374639112220416
298, 0.004734457206579136, 0.008083033641085669, 0.004379190019643393
299, 0.004715347589722297, 0.008065876494908081, 0.004386387468436376
300, 0.00468799124239995, 0.008048307522711552, 0.00439525631164287
301, 0.004650505592539129, 0.008028481154471438, 0.004405483956663895
302, 0.004605861635333733, 0.008020854904554245, 0.004416234175936501
303, 0.0045541454461677615, 0.00801763781025101, 0.004425478367061552
304, 0.0044948396848943925, 0.008017732512453225, 0.004422933063894876
305, 0.004426772966170322, 0.00801468423074544, 0.004407219646519492
306, 0.004364515083899792, 0.00801507995676668, 0.004376244198647994
307, 0.004303402849442541, 0.00801616887105335, 0.004327711192503038
308, 0.004249830831079743, 0.00802972210520132, 0.004265929636236758
309, 0.004201776326659248, 0.008053678767838421, 0.004189646225151029
310, 0.004160628090998627, 0.008083258556419688, 0.004107315133376391
311, 0.004126696136297674, 0.008118258671644162, 0.0040257368211711
312, 0.00410590423809966, 0.008148973477065296, 0.003953246722955745
313, 0.004097723177462689, 0.00818936193889036, 0.0038903072315825803
314, 0.004095208488718508, 0.008239573936928628, 0.0038373270256628735
315, 0.0040953754742637264, 0.008291571300970812, 0.003796477758205861
316, 0.004098487644918287, 0.008330641570343543, 0.003769705990997007
317, 0.004106637175312436, 0.008372355944611781, 0.003760070519308536
318, 0.004117806413230762, 0.008420205067300774, 0.003762013245084043
319, 0.004131414075729393, 0.00846865375814098, 0.003772465030984756
320, 0.004142789551748715, 0.008509527961138501, 0.0037838542221539048
321, 0.004154037890378461, 0.008524316283560655, 0.003801305820144239
322, 0.004166317012995495, 0.0085151104554666, 0.003826328708520887
323, 0.00418448668196778, 0.00850234400030089, 0.003858114524907869
324, 0.0042055413320884385, 0.008494471869887554, 0.0038942341115065096
325, 0.004227885605172621, 0.00847591727585641, 0.003933313491384282
326, 0.004248939548171807, 0.008435827401354175, 0.0039756072254334696
327, 0.004268049048676617, 0.00838436015168273, 0.004021297654363803
328, 0.004282696156144445, 0.00833162472644975, 0.004073224013000419
329, 0.004291797453182295, 0.00828928645736637, 0.004127353689512705
330, 0.004297258206851038, 0.008250469646670927, 0.00417956842932885
331, 0.004300287047903897, 0.008207180661267122, 0.004229170416673089
332, 0.0043029859538965265, 0.0081588266192528, 0.004276068050866289
333, 0.0043075151600100335, 0.008110001174271901, 0.004317546859407035
334, 0.004313957334785663, 0.008053970417792005, 0.0043521751375384865
335, 0.004326184898300145, 0.007995031708283614, 0.004379649157969847
336, 0.004346189728131912, 0.007935665697975651, 0.004399206608539723
337, 0.004369101424289185, 0.00787584170679304, 0.004411868689367173
338, 0.0043878744676651964, 0.007816720366860994, 0.004418047312253232
339, 0.004401730960338777, 0.007756600642936377, 0.0044219643410179366
340, 0.004408682161167892, 0.0077073135238503055, 0.004425588624079026
341, 0.004408071563698317, 0.007655878148407014, 0.004430098435428496
342, 0.004404758591962145, 0.007626994549240632, 0.0044402702830243276
343, 0.004395604078531293, 0.007611032629570112, 0.004450072356494966
344, 0.004382327058066642, 0.007612636671280964, 0.004464571469939987
345, 0.004368329246663361, 0.007630669722626004, 0.004480510755678884
346, 0.004359413919934947, 0.007662881708895691, 0.0045028144957497875
347, 0.004349657288928199, 0.007709830157000623, 0.004528259463810214
348, 0.00434335600816339, 0.007755052452348201, 0.004555028926856634
349, 0.004339381420701662, 0.007812818354529, 0.004585236305592213
350, 0.004334680145838082, 0.007874898334244356, 0.004612651691348749
351, 0.004329087560835892, 0.007930264884423261, 0.004648355817409212
352, 0.004321334615197755, 0.007978411453002697, 0.004682855239061512
353, 0.004308129223699825, 0.008027762017603753, 0.004713344142358863
354, 0.0042909437786607125, 0.008051425395899939, 0.00474732907468111
355, 0.004271295651270641, 0.008071411829007929, 0.004764548517949782
356, 0.004246673466903323, 0.008071421306641232, 0.004781735487193767
357, 0.004218462018117262, 0.008061127309539036, 0.004773829602485109
358, 0.004187398332643291, 0.008024546832063734, 0.004772628806563684
359, 0.004155842147803635, 0.007988881512495037, 0.004743546493054553
360, 0.004124079605898301, 0.007940770311762818, 0.004714377562878099
361, 0.004101939141998348, 0.00788135415817077, 0.004674728765483498
362, 0.004085160918067911, 0.0078317835466895, 0.004629420438125664
363, 0.004080043722173976, 0.007776999792889358, 0.004587692512729315
364, 0.004084455817954842, 0.007733075059419385, 0.004544932889187713
365, 0.004095341924041762, 0.007683070973537784, 0.004516315649378523
366, 0.004113177731681755, 0.007639703258742866, 0.004477924978070306
367, 0.0041343897700219815, 0.007589763640588089, 0.0044556765906322016
368, 0.004148500344218138, 0.007550805554452969, 0.004425171233224226
369, 0.004162052225631567, 0.007512842598839176, 0.00440006687086956
370, 0.00418143994626213, 0.0075161718130329945, 0.004405289478810629
371, 0.004224422935221227, 0.007506370253829811, 0.004482362760703075
372, 0.004403167033001479, 0.007531191505265791, 0.004656637281395302
373, 0.004463540039579168, 0.007550483086912425, 0.004666709131138607
374, 0.004512596635283531, 0.007610995952219821, 0.004717805580046047
375, 0.004573215266503186, 0.007678197789052595, 0.004735605888115818
376, 0.004641189021551077, 0.0077620391108443355, 0.004772918394792649
377, 0.004701490295719742, 0.007845553226684133, 0.004810565574811683
378, 0.004764884333616513, 0.007901578753151116, 0.004823322359268821
379, 0.00478898227126447, 0.007967936430040989, 0.004772976816500146
380, 0.004669834268255421, 0.008007830687332847, 0.004622060429382059
381, 0.004663910618940143, 0.008052569957051437, 0.0046490223371304824
382, 0.004669590220862601, 0.008042499694274327, 0.0046364941344903725
383, 0.004652930917076811, 0.008034752796349067, 0.0046629129583618
384, 0.004639233229602326, 0.008004063478314933, 0.0046752037259520885
385, 0.0046338907853951715, 0.007985519843962778, 0.00469369716183105
386, 0.004617797899272531, 0.00796361935553717, 0.004705875769766014
387, 0.004622039564124355, 0.0079554657698324, 0.0047173805505790955
388, 0.004621252816365404, 0.007957788604663441, 0.004730620573678002
389, 0.004630796797089904, 0.007980154460145866, 0.004734393006596113
390, 0.004623219313568287, 0.00804008533257686, 0.0047393289463998674
391, 0.004638429444081397, 0.008094158134340747, 0.00474543507470187
392, 0.004641409687693138, 0.008167471391173693, 0.004753956490017757
393, 0.0046543515967823685, 0.008225259752898896, 0.004766628764680338
394, 0.004660352364296842, 0.008281993076285618, 0.004776875455206216
395, 0.004662629894824534, 0.008328451231257902, 0.004788895151005163
396, 0.004673855031123046, 0.00837673422472475, 0.004800525561135814
397, 0.004675567005257458, 0.008415571583886238, 0.00481185212223031
398, 0.004693858094331421, 0.008456834436176088, 0.004820703207558543
399, 0.004695894505206109, 0.00850856022530572, 0.004822912500193512
400, 0.004711760403217252, 0.008562203803375548, 0.004820900205550676
401, 0.0047131409032501945, 0.00861893028461596, 0.004813309672741466
402, 0.004724475838826558, 0.008670543102079552, 0.004805503109569483
403, 0.004732748486461035, 0.008720543847753379, 0.004799407569199013
404, 0.0047439130949577255, 0.008757752569564872, 0.004794421573200215
405, 0.004759417032727519, 0.008797151132876217, 0.004792934223335023
406, 0.00477584099101229, 0.008831745018381685, 0.00479723165157319
407, 0.004796715106953762, 0.008880575791691585, 0.004819841826334146
408, 0.0048157353419569955, 0.008926416048779003, 0.004850486000936853
409, 0.004833489760291885, 0.008986314395004457, 0.00489267454741347
410, 0.004849267540734557, 0.00906054114471751, 0.004945291792407361
411, 0.004860589794541644, 0.009145835375839139, 0.0049974348163542
412, 0.004868254474145938, 0.00923907307950889, 0.005054032176088637
413, 0.004875356469550711, 0.009332608146639077, 0.005111651360986426
414, 0.004884344311886895, 0.009416301998691154, 0.0051736741125800135
415, 0.0048978959713476085, 0.009483582616955664, 0.005231785909937727
416, 0.004916309501374877, 0.009550943640290514, 0.005291800787978993
417, 0.0049408412469817845, 0.009604654307961674, 0.005342765604782593
418, 0.004968127490936629, 0.009651864672098862, 0.005380282296558538
419, 0.005001387163598711, 0.009695445339929455, 0.005421910026022719
420, 0.005038050997091389, 0.009737508941991185, 0.00546774922539671
421, 0.005077998189990364, 0.009778714338796506, 0.005518450247805524
422, 0.005112152196328579, 0.009821940958741764, 0.005559972627158624
423, 0.005147498471040578, 0.00987227625546369, 0.005597845913687162
424, 0.005177448247440686, 0.009910006535711353, 0.005620633175265568
425, 0.005216391796769022, 0.009955102951624108, 0.005653819353393634
426, 0.005243395079493408, 0.00998487016315237, 0.005687501086539612
427, 0.00527328320676436, 0.010011572775407648, 0.0057195836049651
428, 0.005302843405772855, 0.010020366729792942, 0.005744215154399771
